City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
291,Sinnamary,5.3833,-52.95,301.05,73,62,4.46,GF,2022-04-17 15:58:43
292,Pacific Grove,36.6177,-121.9166,283.39,87,3,3.58,US,2022-04-17 15:58:28
293,Bam,29.106,58.357,299.49,24,73,2.46,IR,2022-04-17 15:58:44
294,Tazovskiy,67.4667,78.7,262.14,93,84,6.58,RU,2022-04-17 15:58:44
295,Waipawa,-41.4122,175.5153,280.59,86,42,2.43,NZ,2022-04-17 15:58:44
296,Jaicos,-7.3592,-41.1378,305.84,45,50,1.91,BR,2022-04-17 15:58:45
297,Hopewell,37.3043,-77.2872,290.3,54,85,4.32,US,2022-04-17 15:58:45
298,Naples,40.8333,14.25,289.4,44,40,8.75,IT,2022-04-17 15:56:47
299,Haines Junction,60.7522,-137.5108,265.12,73,98,2.06,CA,2022-04-17 15:58:45
300,Batagay,67.6333,134.6333,257.18,98,34,2.33,RU,2022-04-17 15:58:46
301,New Bern,35.1085,-77.0441,294.83,62,98,0.89,US,2022-04-17 15:57:45
302,Vao,-22.6667,167.4833,297.97,70,16,1.7,NC,2022-04-17 15:58:46
303,Cherskiy,68.75,161.3,254.47,99,100,2.29,RU,2022-04-17 15:58:46
304,Torbay,47.6666,-52.7314,281.58,73,75,11.83,CA,2022-04-17 15:58:47
305,Bathsheba,13.2167,-59.5167,302.49,65,40,9.77,BB,2022-04-17 15:58:47
306,Weligama,5.9667,80.4167,300.31,80,77,1.91,LK,2022-04-17 15:58:47
307,Atbasar,51.8,68.3333,284.92,59,100,3.07,KZ,2022-04-17 15:58:48
308,Luanda,-8.8368,13.2343,302.15,74,20,5.14,AO,2022-04-17 15:54:19
309,Reyes,-14.3167,-67.3833,301.41,44,24,2.77,BO,2022-04-17 15:58:48
310,Nola,40.922,14.5329,289.28,43,100,7.6,IT,2022-04-17 15:58:48
311,Praia Da Vitoria,38.7333,-27.0667,291.29,72,40,5.81,PT,2022-04-17 15:56:58
312,Sioux Lookout,50.1001,-91.917,269.19,63,40,2.06,CA,2022-04-17 15:58:49
313,Yatou,37.15,122.3833,285.11,48,100,3.39,CN,2022-04-17 15:58:49
314,Grahamstown,-33.3042,26.5328,289.23,69,100,2.52,ZA,2022-04-17 15:58:49
315,Shache,38.4167,77.2406,291.73,17,96,3.21,CN,2022-04-17 15:58:50
316,Paramirim,-13.4425,-42.2389,300.03,64,94,5.1,BR,2022-04-17 15:58:50
317,Homer,59.6425,-151.5483,276.37,80,100,1.34,US,2022-04-17 15:58:50
318,Dunedin,-45.8742,170.5036,285.26,70,8,2.68,NZ,2022-04-17 15:53:52
319,Castro,-24.7911,-50.0119,292.13,55,42,1.39,BR,2022-04-17 15:58:51
320,Arica,-18.475,-70.3042,293.28,60,100,3.09,CL,2022-04-17 15:58:51
321,Half Moon Bay,37.4636,-122.4286,284.85,78,100,0.0,US,2022-04-17 15:58:51
322,Ilebo,-4.3167,20.5833,301.45,70,81,0.74,CD,2022-04-17 15:58:52
323,Hambantota,6.1241,81.1185,298.34,100,20,1.54,LK,2022-04-17 15:58:52
324,Mareeba,-17.0,145.4333,294.55,92,86,1.21,AU,2022-04-17 15:59:52
325,Xinzhou,38.4092,112.7333,283.69,52,65,3.97,CN,2022-04-17 15:59:53
326,Cooma,-36.2333,149.1333,281.02,81,99,1.03,AU,2022-04-17 15:59:53
327,Taiyuan,37.8694,112.5603,285.07,43,0,11.0,CN,2022-04-17 15:59:53
328,Ambunti,-4.2365,142.8448,297.05,98,100,0.94,PG,2022-04-17 15:59:54
329,Yaan,7.3833,8.5667,308.46,39,57,3.56,NG,2022-04-17 15:59:54
330,Codrington,-38.2667,141.9667,286.41,95,100,2.58,AU,2022-04-17 15:59:54
331,Tarauaca,-8.1614,-70.7656,300.73,77,11,1.83,BR,2022-04-17 15:59:54
332,Porto Santo,33.072,-16.3415,292.36,68,20,10.29,PT,2022-04-17 15:59:55
333,Beyneu,45.3167,55.2,293.18,26,92,2.53,KZ,2022-04-17 15:59:55
334,Ulladulla,-35.35,150.4667,287.65,80,81,2.9,AU,2022-04-17 15:59:55
335,Chumikan,54.7183,135.315,262.43,96,92,2.03,RU,2022-04-17 15:59:56
336,Broome,42.2506,-75.833,277.3,64,100,3.58,US,2022-04-17 15:59:56
337,Evensk,61.95,159.2333,268.53,84,100,3.79,RU,2022-04-17 15:59:56
338,Zhangzhou,24.5133,117.6556,291.11,69,46,1.06,CN,2022-04-17 15:59:57
339,Kommunisticheskiy,61.6789,64.4819,267.93,91,42,1.99,RU,2022-04-17 15:59:57
340,Kefamenanu,-9.4467,124.4781,295.38,94,97,1.15,ID,2022-04-17 15:59:57
341,Puerto Colombia,10.9878,-74.9547,303.2,60,100,5.45,CO,2022-04-17 15:59:58
342,Getahovit,40.8978,45.1392,284.55,70,3,1.18,AM,2022-04-17 15:59:58
343,Touros,-5.1989,-35.4608,303.59,60,97,4.62,BR,2022-04-17 15:59:29
344,Fuyang,32.9,115.8167,284.33,57,99,1.08,CN,2022-04-17 15:59:58
345,Hoa Binh,20.8133,105.3383,291.58,94,100,0.96,VN,2022-04-17 15:59:59
346,Carnduff,49.1667,-101.8009,265.58,94,100,5.65,CA,2022-04-17 15:59:59
347,Roebourne,-20.7833,117.1333,302.67,39,23,2.65,AU,2022-04-17 15:59:59
348,Flin Flon,54.7682,-101.865,268.06,46,40,1.54,CA,2022-04-17 16:00:00
349,Xianshuigu,38.985,117.3828,289.15,44,0,3.0,CN,2022-04-17 16:00:01
350,Kieta,-6.2167,155.6333,299.61,82,100,0.54,PG,2022-04-17 16:00:01
351,Fagersta,60.0042,15.7932,289.81,48,30,1.01,SE,2022-04-17 16:00:02
352,Grand Gaube,-20.0064,57.6608,298.92,88,35,2.68,MU,2022-04-17 16:00:05
353,Meiringen,46.7268,8.184,288.52,38,20,8.23,CH,2022-04-17 16:00:09
354,Bereda,43.2686,-7.5406,291.71,68,95,3.0,ES,2022-04-17 16:00:09
355,Dukat,62.55,155.55,259.89,97,98,1.42,RU,2022-04-17 16:00:13
356,Saint Anthony,45.0205,-93.218,279.84,48,97,2.68,US,2022-04-17 15:58:20
357,Port-Gentil,-0.7193,8.7815,302.13,79,40,5.14,GA,2022-04-17 16:00:15
358,Soyo,-6.1349,12.3689,300.9,79,70,4.01,AO,2022-04-17 16:00:16
359,Vallenar,-28.5708,-70.7581,298.44,30,0,1.96,CL,2022-04-17 16:00:16
360,Udachnyy,66.4167,112.4,275.14,99,100,4.97,RU,2022-04-17 16:00:17
361,Ono,34.85,134.9333,288.23,66,53,1.85,JP,2022-04-17 16:00:18
362,Mindelo,16.8901,-24.9804,294.12,75,0,5.56,CV,2022-04-17 16:00:19
363,Nkayi,-4.1841,13.2884,303.73,71,80,0.21,CG,2022-04-17 16:00:19
364,Quillota,-32.8833,-71.2667,285.96,48,4,2.72,CL,2022-04-17 15:57:08
365,Yumen,40.2833,97.2,281.8,23,0,3.81,CN,2022-04-17 16:00:20
366,Gamba,-2.65,10.0,300.73,77,89,3.59,GA,2022-04-17 16:00:21
367,Cidreira,-30.1811,-50.2056,294.24,60,85,3.74,BR,2022-04-17 16:00:22
368,Umea,63.8284,20.2597,281.11,71,0,2.06,SE,2022-04-17 16:00:23
369,Roros,62.5747,11.3842,285.06,40,0,2.06,NO,2022-04-17 16:00:24
370,Giyani,-23.3025,30.7187,290.16,82,100,3.54,ZA,2022-04-17 16:01:24
371,Ravar,31.2656,56.8055,294.79,33,53,3.67,IR,2022-04-17 16:01:25
372,Puerto Penasco,31.3167,-113.5333,296.34,40,0,3.17,MX,2022-04-17 16:01:25
373,Ugoofaaru,5.6667,73.0,302.42,73,100,4.76,MV,2022-04-17 16:01:25
374,Akyab,20.15,92.9,301.14,84,12,2.08,MM,2022-04-17 16:01:26
375,Saint-Pierre,-21.3393,55.4781,298.97,83,21,8.23,RE,2022-04-17 16:00:13
376,Nizwa,22.9333,57.5333,306.36,16,86,2.86,OM,2022-04-17 16:01:26
377,Talcahuano,-36.7167,-73.1167,287.3,75,100,2.61,CL,2022-04-17 16:01:26
378,Severnyy,50.677,36.5532,281.17,100,75,2.0,RU,2022-04-17 16:01:27
379,Leningradskiy,69.3833,178.4167,254.69,96,37,1.48,RU,2022-04-17 16:01:27
380,Roma,43.2128,-75.4557,277.8,72,100,8.49,US,2022-04-17 16:01:27
381,Port Hedland,-20.3167,118.5667,299.18,89,17,2.06,AU,2022-04-17 15:58:07
382,Kavieng,-2.5744,150.7967,301.36,73,78,5.82,PG,2022-04-17 16:01:28
383,Puerto Rondon,6.2805,-71.1,297.99,82,100,1.81,CO,2022-04-17 16:01:28
384,Tutoia,-2.7619,-42.2744,301.13,82,83,3.48,BR,2022-04-17 16:00:19
385,Ambositra,-20.5167,47.25,288.36,97,5,1.58,MG,2022-04-17 16:01:29
386,Acari,-15.4311,-74.6158,298.09,55,89,3.73,PE,2022-04-17 16:01:29
387,Kutum,14.2,24.6667,306.58,13,100,2.19,SD,2022-04-17 16:01:29
388,Jumla,29.2747,82.1838,284.1,60,57,2.26,NP,2022-04-17 16:01:30
389,Uarini,-2.99,-65.1083,301.31,80,100,1.18,BR,2022-04-17 16:01:30
390,Strezhevoy,60.7333,77.5889,267.98,93,100,3.23,RU,2022-04-17 16:01:30
391,Inhambane,-23.865,35.3833,295.85,91,93,3.1,MZ,2022-04-17 16:01:31
392,Stornoway,58.2093,-6.3865,283.67,93,75,1.03,GB,2022-04-17 16:01:31
393,Keti Bandar,24.1447,67.4497,300.86,81,7,6.53,PK,2022-04-17 16:01:31
394,Popondetta,-8.7537,148.2534,296.64,92,84,1.34,PG,2022-04-17 16:01:32
395,Aksarka,66.5606,67.7975,262.41,89,43,3.63,RU,2022-04-17 16:01:32
396,Norman,35.2226,-97.4395,288.66,66,100,3.13,US,2022-04-17 16:01:32
397,Aljezur,37.3191,-8.8033,293.0,60,100,5.72,PT,2022-04-17 16:01:33
398,Richards Bay,-28.783,32.0377,291.23,93,100,0.91,ZA,2022-04-17 16:01:33
399,Viedma,-40.8135,-62.9967,291.95,60,92,4.84,AR,2022-04-17 16:01:33
400,Mayumba,-3.432,10.6554,300.39,80,83,3.34,GA,2022-04-17 16:01:34
401,Klyuchi,52.2667,79.1667,288.71,41,91,3.74,RU,2022-04-17 16:01:34
402,Pilar,-9.5972,-35.9567,301.11,53,53,4.15,BR,2022-04-17 15:59:47
403,Masindi,1.6744,31.715,295.69,69,64,1.47,UG,2022-04-17 16:01:34
404,Malanville,11.8685,3.3899,312.19,10,68,2.9,BJ,2022-04-17 16:01:35
405,Tiarei,-17.5333,-149.3333,297.16,76,14,6.02,PF,2022-04-17 16:01:35
406,Marzuq,14.4,46.4667,298.84,47,30,3.96,YE,2022-04-17 16:01:35
407,Port Macquarie,-31.4333,152.9167,289.2,88,27,2.17,AU,2022-04-17 16:01:36
408,Hamilton,39.1834,-84.5333,281.07,47,96,2.68,US,2022-04-17 16:00:13
409,Shingu,33.7333,135.9833,287.26,91,91,3.41,JP,2022-04-17 16:01:36
410,Shelbyville,35.4834,-86.4603,287.62,58,0,3.6,US,2022-04-17 16:01:18
411,Nago,26.5881,127.9761,291.83,71,5,1.94,JP,2022-04-17 16:01:36
412,Comodoro Rivadavia,-45.8667,-67.5,292.07,37,0,6.17,AR,2022-04-17 16:00:00
413,Kirakira,-10.4544,161.9205,299.61,81,100,2.38,SB,2022-04-17 16:01:37
414,Isangel,-19.55,169.2667,299.3,84,100,1.19,VU,2022-04-17 16:02:37
415,Donduseni,48.2427,27.6101,279.7,48,96,5.43,MD,2022-04-17 16:02:38
416,Lixourion,38.2019,20.4314,292.15,55,40,0.0,GR,2022-04-17 16:02:38
417,Fez,34.0372,-4.9998,302.29,24,0,3.6,MA,2022-04-17 16:02:38
418,Kholtoson,50.2981,103.3097,274.66,64,40,2.36,RU,2022-04-17 16:02:38
419,Philippsburg,49.2358,8.4564,290.92,18,27,0.89,DE,2022-04-17 16:02:39
420,Eureka,40.8021,-124.1637,281.59,89,100,1.24,US,2022-04-17 16:02:39
421,Palana,59.1167,159.9667,262.24,96,95,2.34,RU,2022-04-17 16:02:39
422,Artesia,33.8658,-118.0831,292.52,74,0,1.54,US,2022-04-17 16:02:40
423,Ikorodu,6.6191,3.5041,303.03,69,85,5.97,NG,2022-04-17 16:02:40
424,Mineiros,-17.5694,-52.5511,297.5,38,1,2.52,BR,2022-04-17 16:02:40
425,Salalah,17.0151,54.0924,300.89,81,2,3.12,OM,2022-04-17 16:02:41
426,Lodja,-3.4833,23.4333,299.34,75,100,0.92,CD,2022-04-17 16:02:41
427,Marau,-28.4492,-52.2,293.9,59,88,1.92,BR,2022-04-17 16:00:56
428,Duncan,34.5023,-97.9578,291.51,62,0,4.12,US,2022-04-17 16:02:42
429,Ukiah,39.1502,-123.2078,281.13,89,100,0.89,US,2022-04-17 16:01:45
430,Beira,-19.8436,34.8389,300.2,83,40,3.09,MZ,2022-04-17 16:02:42
431,Sola,-13.8833,167.55,300.59,73,84,2.26,VU,2022-04-17 16:02:42
432,Vanavara,60.34,102.2797,278.92,87,99,6.17,RU,2022-04-17 16:02:43
433,Omsukchan,62.5333,155.8,261.21,97,100,1.57,RU,2022-04-17 16:02:43
434,Anlu,31.1661,112.5831,285.93,76,100,1.39,CN,2022-04-17 16:02:43
435,Mapiripan,2.8892,-72.1256,301.34,71,88,0.89,CO,2022-04-17 16:02:44
436,Almaznyy,48.0448,40.045,287.7,59,95,1.06,RU,2022-04-17 16:02:44
437,Pangai,-19.8,-174.35,300.3,77,69,5.23,TO,2022-04-17 16:02:44
438,Bokod,47.4919,18.2474,286.31,41,78,2.33,HU,2022-04-17 16:02:45
439,Hueytown,33.4512,-86.9967,289.2,100,100,2.06,US,2022-04-17 16:02:45
440,Nouadhibou,20.931,-17.0347,291.83,90,20,6.86,MR,2022-04-17 16:02:45
441,Abu Samrah,35.3029,37.1841,297.99,15,100,5.04,SY,2022-04-17 16:02:45
442,Lugovoy,42.9472,72.7644,291.63,48,83,2.28,KZ,2022-04-17 16:02:46
443,Matagami,49.7502,-77.6328,268.21,68,100,6.17,CA,2022-04-17 16:02:46
444,Mildura,-34.2,142.15,292.63,76,100,4.29,AU,2022-04-17 16:02:46
445,Alenquer,-1.9417,-54.7383,303.42,64,100,0.54,BR,2022-04-17 16:02:47
446,Marsh Harbour,26.5412,-77.0636,298.28,72,76,5.27,BS,2022-04-17 16:02:47
447,Igrim,63.1906,64.4162,266.81,90,34,1.7,RU,2022-04-17 16:02:47
448,Hit,33.6416,42.8251,298.35,14,0,2.76,IQ,2022-04-17 16:02:48
449,Teya,60.3778,92.6267,274.28,92,100,3.99,RU,2022-04-17 16:02:48
450,Acajutla,13.5928,-89.8275,304.24,55,57,2.43,SV,2022-04-17 16:02:48
451,Quatre Cocos,-20.2078,57.7625,298.76,87,49,6.36,MU,2022-04-17 16:02:49
452,Fort Nelson,58.8053,-122.7002,262.03,84,100,3.27,CA,2022-04-17 16:00:20
453,Berlevag,70.8578,29.0864,277.15,98,100,3.93,NO,2022-04-17 16:02:49
454,Umm Lajj,25.0213,37.2685,300.61,52,92,0.86,SA,2022-04-17 16:02:49
455,Kitimat,54.0524,-128.6534,276.43,61,25,0.39,CA,2022-04-17 16:02:50
456,Katima Mulilo,-17.5,24.2667,297.02,67,60,2.11,NA,2022-04-17 16:02:50
457,Suntar,62.1444,117.6319,274.42,98,100,3.94,RU,2022-04-17 16:02:51
458,Isilkul,54.9109,71.2728,282.11,45,3,3.62,RU,2022-04-17 16:03:51
459,Benguela,-12.5763,13.4055,299.38,84,68,2.29,AO,2022-04-17 16:00:33
460,Barsovo,61.1667,73.1667,268.22,94,52,1.6,RU,2022-04-17 16:03:51
461,Havoysund,70.9963,24.6622,278.28,98,100,11.47,NO,2022-04-17 16:03:52
462,Srikakulam,18.3,83.9,301.47,66,99,4.86,IN,2022-04-17 16:03:52
463,Ossora,59.2353,163.0719,262.71,89,21,3.08,RU,2022-04-17 16:03:52
464,Verkhnevilyuysk,63.4453,120.3167,272.3,91,100,5.6,RU,2022-04-17 16:03:53
465,Petatlan,17.5167,-101.2667,301.04,39,88,1.91,MX,2022-04-17 16:03:53
466,Vestmanna,62.1564,-7.1664,281.66,100,100,4.63,FO,2022-04-17 16:03:53
467,Mount Gambier,-37.8333,140.7667,286.1,100,100,3.6,AU,2022-04-17 16:03:54
468,Tangshan,39.6333,118.1833,288.88,31,100,2.69,CN,2022-04-17 16:03:54
469,Lewisburg,35.4492,-86.7889,286.53,57,40,4.12,US,2022-04-17 16:03:54
470,Iberia,29.9502,-91.7507,300.13,83,100,5.14,US,2022-04-17 16:03:55
471,Bay-Khaak,51.1667,94.5,281.41,41,13,3.01,RU,2022-04-17 16:03:55
472,Jacareacanga,-6.2222,-57.7528,301.89,79,91,0.82,BR,2022-04-17 16:03:55
473,Tigzirt,36.8886,4.1198,290.97,69,0,1.38,DZ,2022-04-17 16:03:56
474,Hay River,60.8156,-115.7999,259.14,72,75,1.54,CA,2022-04-17 15:59:23
475,Port Moresby,-9.4431,147.1797,298.33,89,94,1.19,PG,2022-04-17 16:03:56
476,Korsakov,46.6328,142.7813,275.92,78,10,5.95,RU,2022-04-17 16:03:56
477,Ayan,56.45,138.1667,267.07,86,52,2.59,RU,2022-04-17 16:03:57
478,Ketchikan,55.3422,-131.6461,277.14,75,0,3.09,US,2022-04-17 16:03:57
479,Kamenka,51.3223,42.7678,284.77,76,99,1.67,RU,2022-04-17 16:00:23
480,Lenger,42.183,69.8839,291.84,45,68,2.69,KZ,2022-04-17 16:03:57
481,Sinjai,-5.1241,120.253,297.53,95,99,2.08,ID,2022-04-17 16:03:58
482,Kuching,1.55,110.3333,300.27,89,20,0.0,MY,2022-04-17 15:59:36
483,Bubaque,11.2833,-15.8333,298.31,66,45,7.85,GW,2022-04-17 16:03:58
484,Lata,40.1629,-8.3327,294.92,52,98,4.17,PT,2022-04-17 16:03:58
485,Palembang,-2.9167,104.7458,299.2,89,40,2.57,ID,2022-04-17 16:00:55
486,Asau,46.4333,26.4,278.86,59,100,4.67,RO,2022-04-17 16:03:59
487,Cairns,-16.9167,145.7667,297.12,89,100,4.12,AU,2022-04-17 16:03:59
488,Bairiki,1.3292,172.9752,299.15,83,20,2.57,KI,2022-04-17 16:03:59
489,Vestmannaeyjar,63.4427,-20.2734,279.73,69,54,3.14,IS,2022-04-17 16:04:00
490,Challans,46.8436,-1.8749,295.66,73,100,4.67,FR,2022-04-17 16:04:00
491,North Battleford,52.7834,-108.2847,273.37,64,87,1.26,CA,2022-04-17 16:03:18
492,Fortuna,40.5982,-124.1573,281.44,93,0,2.57,US,2022-04-17 16:04:00
493,Lompoc,34.6391,-120.4579,287.0,85,100,7.15,US,2022-04-17 16:01:44
494,Namibe,-15.1961,12.1522,297.79,74,61,4.46,AO,2022-04-17 16:04:01
495,Jardim,-21.4803,-56.1381,300.78,39,42,0.18,BR,2022-04-17 16:04:01
496,Urubicha,-15.3833,-62.95,297.33,50,100,2.51,BO,2022-04-17 16:04:02
497,Haljala,59.4336,26.2614,277.82,59,70,2.66,EE,2022-04-17 16:04:02
498,Mangrol,21.1167,70.1167,300.43,71,0,3.83,IN,2022-04-17 16:04:02
499,San Ignacio,17.1561,-89.0714,303.23,62,20,2.06,BZ,2022-04-17 16:04:03
500,Emerald,-23.5333,148.1667,290.56,64,0,3.77,AU,2022-04-17 16:04:03
501,Vardo,70.3705,31.1107,276.71,89,100,3.9,NO,2022-04-17 16:04:03
502,Nishihara,26.1842,127.7558,291.75,59,0,2.57,JP,2022-04-17 16:04:04
503,Port Augusta,-32.5,137.7667,292.46,78,100,8.12,AU,2022-04-17 16:04:04
504,Katangli,51.7102,143.2326,270.47,96,100,5.13,RU,2022-04-17 16:05:04
505,Madang,-5.2246,145.7966,297.76,90,75,1.17,PG,2022-04-17 16:05:05
506,Buri,-23.7975,-48.5928,294.18,60,53,3.53,BR,2022-04-17 16:05:06
507,Kisangani,0.5167,25.2,301.75,53,84,1.87,CD,2022-04-17 16:05:06
508,Kurumkan,54.3,110.3,279.53,83,98,1.86,RU,2022-04-17 16:05:06
509,Chatra,24.2167,84.8667,302.28,9,0,1.24,IN,2022-04-17 16:05:07
510,Coxim,-18.5067,-54.76,302.96,24,0,2.98,BR,2022-04-17 16:05:07
511,Bodden Town,19.2833,-81.25,303.15,69,20,3.09,KY,2022-04-17 16:05:07
512,Santa Rosa,14.3122,121.1114,300.99,73,25,4.55,PH,2022-04-17 16:02:52
513,Padang,-0.9492,100.3543,299.36,88,100,1.4,ID,2022-04-17 16:00:28
514,Dicabisagan,17.0818,122.4157,297.89,87,79,3.39,PH,2022-04-17 16:05:08
515,Axim,4.8699,-2.2405,301.05,76,94,4.66,GH,2022-04-17 16:05:08
516,Colares,38.7992,-9.4469,294.51,58,20,10.29,PT,2022-04-17 16:05:09
517,Borogontsy,62.6683,131.1683,259.88,97,7,1.53,RU,2022-04-17 16:05:09
518,Oranjestad,12.524,-70.027,302.12,70,75,12.35,AW,2022-04-17 16:05:09
519,Sibu,2.3,111.8167,297.24,98,84,0.78,MY,2022-04-17 16:05:10
520,General Pico,-35.6566,-63.7568,294.94,39,5,3.65,AR,2022-04-17 16:01:29
521,Buenaventura,3.8801,-77.0312,300.17,88,79,2.48,CO,2022-04-17 16:05:10
522,Ponta Pora,-22.5361,-55.7256,295.1,56,0,4.63,BR,2022-04-17 16:05:10
523,Jurado,7.1053,-77.7641,301.31,77,95,1.87,CO,2022-04-17 16:05:11
524,Puerto El Triunfo,13.2833,-88.55,305.66,54,85,2.23,SV,2022-04-17 16:05:11
525,Dearborn Heights,42.337,-83.2733,277.9,48,40,2.06,US,2022-04-17 16:05:11
526,Mana,5.6592,-53.7767,301.36,69,48,4.03,GF,2022-04-17 16:05:12
527,Miri,4.4148,114.0089,298.97,81,11,2.74,MY,2022-04-17 16:05:12
528,Taungdwingyi,20.0167,95.55,305.06,39,18,3.67,MM,2022-04-17 16:05:12
529,Collie,-33.3667,116.15,281.52,82,3,0.93,AU,2022-04-17 16:05:13
530,Riyadh,24.6877,46.7219,302.23,13,0,6.55,SA,2022-04-17 16:04:37
531,Cabo San Lucas,22.8909,-109.9124,303.76,17,40,1.54,MX,2022-04-17 16:05:13
532,Mahajanga,-15.7167,46.3167,302.26,58,2,1.49,MG,2022-04-17 16:05:13
533,Santa Maria Del Oro,25.9333,-105.3667,298.02,9,47,3.57,MX,2022-04-17 16:05:14
534,Maraa,-1.8333,-65.3667,302.51,72,97,1.12,BR,2022-04-17 16:05:14
535,Boddam,57.4667,-1.7833,286.72,86,100,8.42,GB,2022-04-17 16:05:15
536,Tenenkou,14.4572,-4.9169,311.59,7,6,5.74,ML,2022-04-17 16:05:15
537,Kashi,39.4547,75.9797,290.45,19,96,1.75,CN,2022-04-17 16:05:15
538,Goderich,43.7501,-81.7165,275.88,58,78,6.25,CA,2022-04-17 16:01:37
539,Matara,5.9485,80.5353,300.06,82,74,2.0,LK,2022-04-17 16:05:16
540,Ottawa,45.4112,-75.6981,280.22,58,79,2.24,CA,2022-04-17 16:01:42
541,Pombas,17.1503,-25.0201,297.03,76,2,5.83,CV,2022-04-17 16:05:16
542,Yorkton,51.2167,-102.4677,268.06,80,100,2.57,CA,2022-04-17 16:05:17
543,Banjar,-8.19,114.9675,299.27,89,100,1.25,ID,2022-04-17 16:05:17
544,Nioro,13.35,-15.75,312.94,8,91,3.6,GM,2022-04-17 16:05:17
545,Hamada,34.8833,132.0833,283.86,45,100,2.32,JP,2022-04-17 16:04:39
546,Turukhansk,65.8167,87.9833,262.52,94,100,6.63,RU,2022-04-17 16:05:18
547,Saint George,37.1041,-113.5841,290.61,30,0,1.54,US,2022-04-17 16:00:55
548,Buchanan,5.8808,-10.0467,300.91,70,100,2.79,LR,2022-04-17 16:05:18
549,Amga,60.8953,131.9608,262.09,96,14,1.24,RU,2022-04-17 16:05:18
550,Ocos,14.5094,-92.1933,306.25,68,25,3.71,GT,2022-04-17 16:06:19
551,Karratha,-20.7377,116.8463,302.78,44,42,2.53,AU,2022-04-17 16:06:19
552,Kasongo,-4.45,26.6667,296.56,89,93,1.23,CD,2022-04-17 16:06:19
553,Francisco Sa,-16.4758,-43.4883,298.52,60,84,5.55,BR,2022-04-17 16:06:20
554,Baripada,21.935,86.7214,304.08,51,32,6.72,IN,2022-04-17 16:06:20
555,Dwarka,22.2394,68.9678,300.32,81,0,5.57,IN,2022-04-17 16:06:20
556,Constitucion,-35.3333,-72.4167,289.83,64,79,2.03,CL,2022-04-17 16:06:21
557,Kuzino,57.0224,59.4412,273.8,89,99,2.58,RU,2022-04-17 16:06:21
558,Gigmoto,13.7796,124.39,299.09,84,60,4.05,PH,2022-04-17 16:06:21
559,Matay,28.419,30.7792,311.1,6,80,5.0,EG,2022-04-17 16:06:22
560,Vangaindrano,-23.35,47.6,296.62,86,1,2.39,MG,2022-04-17 16:06:22
561,Khash,28.2211,61.2158,297.86,22,4,4.7,IR,2022-04-17 16:06:22
562,Havre-Saint-Pierre,50.2334,-63.5986,273.35,100,100,2.06,CA,2022-04-17 16:06:23
563,Sambava,-14.2667,50.1667,298.6,89,3,4.92,MG,2022-04-17 16:06:23
564,Beringovskiy,63.05,179.3167,271.67,98,100,6.78,RU,2022-04-17 16:06:23
565,Kismayo,-0.3582,42.5454,301.5,78,100,6.77,SO,2022-04-17 16:06:24
566,Nome,64.5011,-165.4064,272.19,80,100,8.75,US,2022-04-17 16:06:10
