City_ID,City,Country,Max Temp,Lat,Lng,Hotel Name
378,Kirakira,SB,299.43,-10.4544,161.9205,SanBiz Lodge
379,Ahuimanu,US,296.99,21.4447,-157.8378,Paradise Bay Resort
383,Santa Ana,US,294.65,33.7456,-117.8678,"Motel 6 Santa Ana, CA"
384,Morehead,US,285.37,37.2711,-87.1764,CCI Express Inn
385,Ypsonas,CY,299.62,34.6884,32.9574,Club Aphrodite
386,Zatoka,UA,281.13,46.0725,30.4654,Sonyachna
389,Pueblo,US,294.57,38.2545,-104.6091,Courtyard by Marriott Pueblo Downtown
390,Yashkul,RU,289.72,46.1711,45.3435,"Gostinitsa ""Putnik"""
392,Bantry,IE,284.7,51.6833,-9.45,The Maritime Hotel
394,Grindavik,IS,281.12,63.8424,-22.4338,Northern Light Inn & Max's Restaurant
395,Havoysund,NO,278.28,70.9963,24.6622,Arctic View Glamping & Restaurant
396,Solnechnyy,RU,268.59,50.7214,136.6319,Hotel complex Pastoral
398,Pacifica,US,287.41,37.6138,-122.4869,"Pacifica Lighthouse, Trademark Collection by Wyndham"
399,Eichstatt,DE,284.73,48.8833,11.1833,Hotel Adler
401,Lasa,IT,285.64,46.6166,10.7002,Pension Feldgärtenhof
402,Kokopo,PG,298.55,-4.352,152.2633,Kokopo Beach Bungalow Resort
404,Huarmey,PE,295.45,-10.0681,-78.1522,Hotel Miramar
405,Krasnoselkup,RU,258.44,65.7,82.4667,Krasnosel'kupnefteprodukt
408,Cascais,PT,294.07,38.6979,-9.4215,Hotel Vila Galé Cascais
409,Belmonte,BR,298.99,-15.8631,-38.8828,Pousada Monte Carmelo O Pão
410,Xucheng,CN,295.94,20.35,110.1288,Haixing Hotel
411,Basco,PH,297.56,20.4487,121.9702,Nathaniel's Lodge
413,Port Elizabeth,ZA,291.1,-33.918,25.5701,39 On Nile Guest House
415,Sao Filipe,CV,295.57,14.8961,-24.4956,Hotel Xaguate
416,Sarab,IR,287.65,38.6066,44.9883,مسجد امام رضا
418,Krasnoarmeysk,RU,285.19,51.0239,45.6969,"Hotel ""Your home-Balzer"""
419,Saint-Pierre,RE,298.97,-21.3393,55.4781,Lindsey Hôtel
421,Maloy,NO,283.0,61.9353,5.1136,Torget Hotell
422,Esqueda,MX,297.0,30.7167,-109.5833,Hotel Esqueda
424,Farafangana,MG,297.42,-22.8167,47.8333,Miarina
426,Nelson Bay,AU,290.93,-32.7167,152.15,Mantra Nelson Bay
427,Ishigaki,JP,295.22,24.3448,124.1572,Hotel Peace Land Ishigakijima
428,Kashi,CN,290.71,39.4547,75.9797,帕米尔青年旅舍
429,Revelstoke,CA,277.95,50.9832,-118.2023,Best Western Plus Revelstoke
431,Grand Gaube,MU,299.37,-20.0064,57.6608,Veranda Paul et Virginie Hotel & Spa
432,Skwierzyna,PL,286.99,52.5991,15.5065,Kancelaria Księgowa - Katarzyna Mazur
435,Prince Rupert,CA,280.2,54.3161,-130.3201,Crest Hotel
436,Goderich,CA,276.43,43.7501,-81.7165,Harmony Inn
437,Branesti,RO,278.75,45.0333,25.4167,The treehouse in the firefly orchard
438,Verkhnyaya Toyma,RU,274.8,62.2349,44.9985,Gostinitsa
439,Talnakh,RU,259.38,69.4865,88.3972,Talnakh Hotel
441,Vila Franca Do Campo,PT,291.38,37.7167,-25.4333,Pestana Bahia Praia
443,Souillac,MU,299.36,-20.5167,57.5167,Shanti Maurice Resort & Spa
444,Dunedin,NZ,284.71,-45.8742,170.5036,Scenic Hotel Southern Cross
445,Sistranda,NO,288.13,63.7256,8.834,Hotell Frøya
446,Mananara,MG,296.91,-16.1667,49.7667,Chez Roger
448,Palasbari,IN,296.18,26.1361,91.5486,Hotel Kings Castle
450,Virginia Beach,US,288.74,36.8529,-75.978,Hilton Virginia Beach Oceanfront
451,Mahebourg,MU,299.31,-20.4081,57.7,Shandrani Beachcomber Resort & Spa
452,Champasak,LA,297.12,14.75,106.0,Kiat Ngong Wetland BUNGALOW
454,Kenai,US,275.39,60.5544,-151.2583,Aspen Extended Stay Suites
455,Esperance,AU,289.04,-33.8667,121.9,Hospitality Esperance
456,Wyndham,US,291.51,37.6985,-77.6125,Hilton Richmond Hotel & Spa/Short Pump
